time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,establishment_type,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Provisional,Alternative provision,5,76,403.5,5.3,33,43.4,1,1.3,1,1.3,0,0,0,0,0,0,26.36,0.35,66,-185.545,-2.81,-3.15,-2.47,-198.56,-3.01,-3.4,-2.61,-136.43,-2.07,-2.43,-1.71,-190.771,-2.89,-3.28,-2.5,-204.397,-3.1,-3.49,-2.71,40,52.6,40,52.6,10,13.2,37,48.7,7,9.2,3,3.9,1,1.3,1,1.3,1,1.3,1,14.3,0,0,1,100,2,2.6,2,2.6,1,14.3,0,0,1,100,30,0.39,77,1.01,21.5,0.28,3,0.04,5,0.07,110,1.4,154,2,56,0.7,83.5,1.1,61,0.8,22.5,0.3,19,0.3,37,0.5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Provisional,Alternative provision,2,35,122,3.5,12,34.3,0,0,0,0,0,0,0,0,0,0,4.17,0.12,31,-99.313,-3.2,-3.7,-2.71,-103.71,-3.35,-3.92,-2.77,-81.35,-2.62,-3.15,-2.1,-103.686,-3.34,-3.92,-2.77,-104.009,-3.36,-3.93,-2.78,18,51.4,16,45.7,0,0,15,42.9,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,2,5.7,0,z,0,z,0,z,0,0,25,0.71,0,0,0,0,0,0,40,1.1,50,1.4,0,0,32,0.9,32,0.9,0,0,0,0,8,0.2
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Provisional,Alternative provision,3,35,157,4.5,17,48.6,0,0,0,0,0,0,0,0,0,0,10.01,0.29,31,-101.708,-3.28,-3.78,-2.78,-112.895,-3.64,-4.22,-3.07,-92.72,-2.99,-3.52,-2.47,-96.613,-3.12,-3.69,-2.54,-105.343,-3.4,-3.97,-2.83,19,54.3,17,48.6,4,11.4,19,54.3,14,40,3,8.6,0,0,1,2.9,0,0,0,0,0,0,0,z,1,2.9,0,0,0,0,0,0,0,z,12,0.34,19,0.54,13.5,0.39,2,0.06,0,0,36,1,38,1.1,36,1,47,1.3,47,1.3,0,0,23,0.7,27,0.8
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Provisional,Alternative provision,1,30,105,3.5,14,46.7,0,0,0,0,0,0,0,0,0,0,5.48,0.18,27,-70.053,-2.59,-3.13,-2.06,-75.41,-2.79,-3.41,-2.18,-40.49,-1.5,-2.06,-0.94,-71.853,-2.66,-3.28,-2.05,-84.41,-3.13,-3.74,-2.51,16,53.3,16,53.3,0,0,16,53.3,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,1,3.3,0,z,0,z,0,z,0,0,33,1.1,0,0,0,0,0,0,32,1.1,66,2.2,4,0.1,3,0.1,3,0.1,0,0,2,0.1,1,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Provisional,Alternative provision,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Provisional,Alternative provision,5,101,769,7.6,63,62.4,2,2,7,6.9,3,3,1,1,1,1,47.49,0.47,97,-271.471,-2.8,-3.08,-2.52,-286.55,-2.95,-3.28,-2.63,-176.625,-1.82,-2.12,-1.52,-279.16,-2.88,-3.2,-2.55,-316.991,-3.27,-3.59,-2.95,78,77.2,74,73.3,11,10.9,71,70.3,5,5,13,12.9,5,5,3,3,6,5.9,3,60,2,15.4,2,40,6,5.9,12,11.9,3,60,2,15.4,2,40,44,0.44,154,1.52,21,0.21,29,0.29,16,0.16,197,2,308,3,134,1.3,130,1.3,130,1.3,0,0,45,0.4,47,0.5
202223,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Provisional,Alternative provision,2,38,333,8.8,17,44.7,2,5.3,4,10.5,0,0,0,0,0,0,13.33,0.35,33,-93.777,-2.84,-3.32,-2.36,-109.74,-3.33,-3.88,-2.77,-70.825,-2.15,-2.65,-1.64,-98.215,-2.98,-3.53,-2.42,-93.994,-2.85,-3.4,-2.3,23,60.5,23,60.5,2,5.3,19,50,2,5.3,1,2.6,0,0,1,2.6,4,10.5,1,50,0,0,0,z,2,5.3,6,15.8,1,50,0,0,0,z,9,0.24,51,1.34,8.5,0.22,3,0.08,0,0,61,1.6,102,2.7,61,1.6,109,2.9,109,2.9,0,0,21,0.6,23,0.6
202223,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Provisional,Alternative provision,2,43,431.25,10,25,58.1,4,9.3,4,9.3,0,0,0,0,0,0,23.34,0.54,37,-102.041,-2.76,-3.21,-2.3,-103.945,-2.81,-3.34,-2.28,-66.75,-1.8,-2.28,-1.32,-109.315,-2.95,-3.48,-2.43,-117.033,-3.16,-3.69,-2.64,28,65.1,28,65.1,4,9.3,26,60.5,5,11.6,2,4.7,0,0,3,7,5,11.6,1,20,0,0,0,z,3,7,9,20.9,3,60,1,50,0,z,20,0.47,73,1.7,20,0.47,7,0.16,0,0,108,2.5,146,3.4,84,2,93.25,2.2,79,1.8,14.25,0.3,27,0.6,27,0.6
202223,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Provisional,Alternative provision,2,82,521,6.4,48,58.5,0,0,0,0,0,0,0,0,0,0,48.01,0.59,73,-194.149,-2.66,-2.98,-2.34,-207.03,-2.84,-3.21,-2.46,-157.175,-2.15,-2.49,-1.81,-171.649,-2.35,-2.73,-1.98,-232.76,-3.19,-3.56,-2.82,58,70.7,54,65.9,19,23.2,54,65.9,45,54.9,2,2.4,0,0,0,0,0,0,0,0,0,0,0,z,3,3.7,2,2.4,1,2.2,0,0,0,z,46,0.56,76,0.93,81.5,0.99,3,0.04,0,0,141,1.7,152,1.9,166,2,62,0.8,62,0.8,0,0,78,1,34,0.4
202223,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Provisional,Alternative provision,2,31,148,4.8,17,54.8,0,0,0,0,0,0,0,0,0,0,11,0.35,28,-87.448,-3.12,-3.65,-2.6,-95.655,-3.42,-4.02,-2.81,-63.285,-2.26,-2.81,-1.71,-88.682,-3.17,-3.77,-2.56,-96.866,-3.46,-4.06,-2.86,18,58.1,17,54.8,5,16.1,18,58.1,3,9.7,1,3.2,0,0,0,0,0,0,0,0,0,0,0,z,0,0,4,12.9,1,33.3,0,0,0,z,12,0.39,32,1.03,10.5,0.34,1,0.03,0,0,37,1.2,64,2.1,22,0.7,25,0.8,25,0.8,0,0,7,0.2,14,0.5
202223,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Provisional,Alternative provision,1,34,234,6.9,23,67.6,2,5.9,2,5.9,1,2.9,1,2.9,1,2.9,19.17,0.56,32,-91.769,-2.87,-3.36,-2.38,-92.285,-2.88,-3.45,-2.32,-65.79,-2.06,-2.57,-1.54,-93.048,-2.91,-3.47,-2.34,-107.465,-3.36,-3.92,-2.8,27,79.4,24,70.6,13,38.2,25,73.5,7,20.6,4,11.8,1,2.9,1,2.9,2,5.9,1,14.3,1,25,1,100,1,2.9,3,8.8,1,14.3,1,25,1,100,26,0.76,44,1.29,15,0.44,10,0.29,5,0.15,71,2.1,88,2.6,40,1.2,35,1,35,1,0,0,16,0.5,16,0.5
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Provisional,Alternative provision,2,46,163,3.5,15,32.6,1,2.2,1,2.2,1,2.2,1,2.2,1,2.2,9.83,0.21,39,-105.386,-2.7,-3.15,-2.26,-119.315,-3.06,-3.57,-2.55,-85.31,-2.19,-2.65,-1.72,-102.901,-2.64,-3.15,-2.13,-111.954,-2.87,-3.38,-2.36,19,41.3,18,39.1,1,2.2,17,37,3,6.5,1,2.2,1,2.2,1,2.2,1,2.2,1,33.3,1,100,1,100,1,2.2,1,2.2,1,33.3,1,100,1,100,5,0.11,28,0.61,8,0.17,5,0.11,5,0.11,36,0.8,56,1.2,23,0.5,48,1,36,0.8,12,0.3,6,0.1,14,0.3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Provisional,Alternative provision,1,24,184,7.7,16,66.7,0,0,2,8.3,1,4.2,0,0,0,0,11.84,0.49,23,-72.723,-3.16,-3.74,-2.58,-75.195,-3.27,-3.94,-2.6,-53.535,-2.33,-2.94,-1.72,-73.553,-3.2,-3.87,-2.53,-83.035,-3.61,-4.27,-2.95,17,70.8,17,70.8,1,4.2,16,66.7,4,16.7,4,16.7,1,4.2,1,4.2,0,0,1,25,0,0,0,0,1,4.2,3,12.5,1,25,0,0,0,0,5,0.21,34,1.42,12.5,0.52,5,0.21,2,0.08,50,2.1,68,2.8,35,1.5,31,1.3,31,1.3,0,0,17,0.7,9,0.4
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Provisional,Alternative provision,3,28,122,4.4,19,67.9,0,0,2,7.1,0,0,0,0,0,0,5.01,0.18,25,-68.588,-2.74,-3.3,-2.19,-70.79,-2.83,-3.47,-2.19,-46.68,-1.87,-2.45,-1.28,-74.182,-2.97,-3.61,-2.33,-76.139,-3.05,-3.68,-2.41,19,67.9,18,64.3,1,3.6,19,67.9,0,0,0,0,0,0,0,0,2,7.1,0,z,0,z,0,z,0,0,2,7.1,0,z,0,z,0,z,2,0.07,28,1,0,0,0,0,0,0,40,1.4,56,2,0,0,26,0.9,26,0.9,0,0,0,0,7,0.3
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Provisional,Alternative provision,2,38,209,5.5,25,65.8,0,0,1,2.6,0,0,0,0,0,0,10.18,0.27,33,-94.811,-2.87,-3.36,-2.39,-95.805,-2.9,-3.46,-2.35,-60.97,-1.85,-2.36,-1.34,-96.36,-2.92,-3.48,-2.36,-115.179,-3.49,-4.04,-2.94,25,65.8,25,65.8,4,10.5,25,65.8,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,1,2.6,3,7.9,0,z,0,z,0,z,13,0.34,48,1.26,0,0,0,0,0,0,67,1.8,96,2.5,31,0.8,15,0.4,15,0.4,0,0,16,0.4,5,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Provisional,Alternative provision,3,67,609,9.1,41,61.2,1,1.5,8,11.9,1,1.5,0,0,0,0,39.97,0.6,54,-137.205,-2.54,-2.92,-2.16,-156.35,-2.9,-3.33,-2.46,-99.235,-1.84,-2.23,-1.44,-137.936,-2.55,-2.99,-2.12,-149.026,-2.76,-3.19,-2.33,45,67.2,43,64.2,9,13.4,44,65.7,13,19.4,6,9,1,1.5,5,7.5,4,6,2,15.4,0,0,0,0,7,10.4,10,14.9,5,38.5,1,16.7,1,100,38,0.57,96,1.43,44,0.66,14,0.21,4,0.06,132,2,192,2.9,130,1.9,155,2.3,137,2,18,0.3,43,0.6,50,0.7
202223,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Provisional,Alternative provision,2,17,65,3.8,1,5.9,0,0,0,0,0,0,0,0,0,0,8.01,0.47,16,-45.98,-2.87,-3.57,-2.18,-58.12,-3.63,-4.43,-2.83,-35.99,-2.25,-2.98,-1.52,-36.512,-2.28,-3.08,-1.48,-54.018,-3.38,-4.17,-2.58,12,70.6,10,58.8,1,5.9,9,52.9,8,47.1,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,1,0.06,13,0.76,17,1,0,0,0,0,2,0.1,26,1.5,34,2,3,0.2,3,0.2,0,0,16,0.9,1,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Provisional,Alternative provision,2,23,174.5,7.6,15,65.2,0,0,1,4.3,0,0,0,0,0,0,5.48,0.24,20,-48.212,-2.41,-3.03,-1.79,-56.485,-2.82,-3.54,-2.11,-29.575,-1.48,-2.13,-0.83,-53.494,-2.67,-3.39,-1.96,-49.837,-2.49,-3.2,-1.78,18,78.3,17,73.9,0,0,18,78.3,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,1,4.3,0,z,0,z,0,z,0,0,33,1.43,0,0,0,0,0,0,36,1.6,66,2.9,17,0.7,55.5,2.4,50,2.2,5.5,0.2,7,0.3,20,0.9
202223,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Provisional,Alternative provision,2,36,100.75,2.8,15,41.7,0,0,0,0,0,0,0,0,0,0,4.65,0.13,34,-102.61,-3.02,-3.49,-2.54,-111.215,-3.27,-3.82,-2.72,-82.75,-2.43,-2.93,-1.93,-97.743,-2.87,-3.42,-2.33,-115.011,-3.38,-3.93,-2.84,25,69.4,20,55.6,0,0,18,50,1,2.8,1,2.8,0,0,0,0,0,0,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,z,0,0,22,0.61,2.5,0.07,1,0.03,0,0,30,0.8,44,1.2,18,0.5,8.75,0.2,7,0.2,1.75,0,12,0.3,7,0.2
202223,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Provisional,Alternative provision,2,36,264,7.3,24,66.7,0,0,0,0,0,0,0,0,0,0,9.68,0.27,35,-68.244,-1.95,-2.42,-1.48,-71.11,-2.03,-2.57,-1.49,-51.915,-1.48,-1.98,-0.99,-71.67,-2.05,-2.59,-1.51,-73.813,-2.11,-2.65,-1.57,30,83.3,29,80.6,9,25,25,69.4,1,2.8,0,0,0,0,0,0,0,0,0,0,0,z,0,z,1,2.8,1,2.8,0,0,0,z,0,z,22,0.61,32,0.89,2,0.06,0,0,0,0,75,2.1,64,1.8,41,1.1,84,2.3,84,2.3,0,0,22,0.6,45,1.3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Provisional,Alternative provision,2,14,124,8.9,11,78.6,0,0,0,0,0,0,0,0,0,0,6.17,0.44,14,-35.499,-2.54,-3.28,-1.8,-32,-2.29,-3.14,-1.43,-27.905,-1.99,-2.77,-1.21,-39.707,-2.84,-3.69,-1.98,-38.686,-2.76,-3.61,-1.91,11,78.6,11,78.6,10,71.4,11,78.6,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,20,1.43,17,1.21,0,0,0,0,0,0,43,3.1,34,2.4,13,0.9,34,2.4,34,2.4,0,0,7,0.5,18,1.3
202223,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Provisional,Alternative provision,2,9,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.09,9,-23.578,-2.62,-3.54,-1.7,-27.11,-3.01,-4.08,-1.94,-21.785,-2.42,-3.39,-1.45,-20.097,-2.23,-3.3,-1.17,-25.902,-2.88,-3.94,-1.82,2,22.2,2,22.2,0,0,0,0,1,11.1,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,0,0,0,0,2.5,0.28,0,0,0,0,2,0.2,0,0,5,0.6,1,0.1,1,0.1,0,0,2,0.2,1,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Provisional,Alternative provision,2,13,82,6.3,4,30.8,0,0,0,0,0,0,0,0,0,0,5.01,0.39,10,-25.128,-2.51,-3.39,-1.64,-26.825,-2.68,-3.7,-1.67,-18.805,-1.88,-2.8,-0.96,-25.834,-2.58,-3.6,-1.57,-27.516,-2.75,-3.76,-1.75,6,46.2,5,38.5,1,7.7,6,46.2,1,7.7,1,7.7,0,0,1,7.7,0,0,0,0,0,0,0,z,1,7.7,2,15.4,1,100,0,0,0,z,6,0.46,15,1.15,4.5,0.35,0,0,0,0,17,1.3,30,2.3,19,1.5,16,1.2,16,1.2,0,0,6,0.5,5,0.4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Provisional,Alternative provision,2,60,502.25,8.4,42,70,1,1.7,1,1.7,0,0,0,0,0,0,19.39,0.32,55,-148.973,-2.71,-3.08,-2.34,-173.005,-3.15,-3.58,-2.71,-95.365,-1.73,-2.13,-1.34,-152.601,-2.77,-3.21,-2.34,-165.086,-3,-3.43,-2.57,48,80,48,80,0,0,45,75,3,5,0,0,1,1.7,0,0,3,5,0,0,0,z,1,100,0,0,9,15,1,33.3,0,z,1,100,0,0,93,1.55,9,0.15,0,0,5,0.08,92,1.5,186,3.1,92,1.5,132.25,2.2,122,2,10.25,0.2,42,0.7,45,0.8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Provisional,Alternative provision,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.583,-1.58,-4.35,1.19,-1.905,-1.91,-5.11,1.3,-1.145,-1.15,-4.06,1.77,-1.397,-1.4,-4.6,1.8,-1.85,-1.85,-5.03,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Provisional,Alternative provision,2,25,100,4,15,60,0,0,0,0,0,0,0,0,0,0,6.51,0.26,23,-82.259,-3.58,-4.15,-3,-86.14,-3.75,-4.41,-3.08,-62.58,-2.72,-3.33,-2.11,-82.844,-3.6,-4.27,-2.93,-92.192,-4.01,-4.67,-3.35,17,68,16,64,1,4,17,68,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,z,0,0,1,4,0,0,0,0,0,z,3,0.12,27,1.08,3,0.12,3,0.12,0,0,29,1.2,54,2.2,11,0.4,6,0.2,6,0.2,0,0,5,0.2,2,0.1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Provisional,Alternative provision,2,14,16,1.1,1,7.1,0,0,0,0,0,0,0,0,0,0,0.83,0.06,11,-35.335,-3.21,-4.05,-2.38,-38.08,-3.46,-4.43,-2.5,-29.37,-2.67,-3.55,-1.79,-34.274,-3.12,-4.08,-2.15,-38.546,-3.5,-4.46,-2.55,4,28.6,3,21.4,0,0,3,21.4,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,z,0,0,0,0,0,z,0,z,0,z,0,0,5,0.36,0,0,0,0,0,0,6,0.4,10,0.7,0,0,0,0,0,0,0,0,0,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Provisional,Alternative provision,3,99,781.5,7.9,47,47.5,1,1,10,10.1,0,0,0,0,0,0,58.86,0.59,96,-275.441,-2.87,-3.15,-2.59,-276.405,-2.88,-3.21,-2.55,-211.2,-2.2,-2.5,-1.9,-275.032,-2.86,-3.19,-2.54,-318.036,-3.31,-3.64,-2.99,48,48.5,47,47.5,25,25.3,48,48.5,18,18.2,2,2,0,0,5,5.1,4,4,3,16.7,0,0,0,z,13,13.1,13,13.1,8,44.4,0,0,0,z,90,0.91,127,1.28,66.5,0.67,3,0.03,0,0,231,2.3,254,2.6,157,1.6,139.5,1.4,119,1.2,20.5,0.2,48,0.5,43,0.4
202223,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Provisional,Alternative provision,3,42,297,7.1,23,54.8,0,0,1,2.4,0,0,0,0,0,0,25.14,0.6,37,-117.887,-3.19,-3.64,-2.73,-135.64,-3.67,-4.19,-3.14,-93.92,-2.54,-3.02,-2.06,-107.335,-2.9,-3.43,-2.37,-132.574,-3.58,-4.11,-3.06,24,57.1,24,57.1,4,9.5,24,57.1,17,40.5,3,7.1,1,2.4,0,0,2,4.8,0,0,0,0,1,100,2,4.8,6,14.3,2,11.8,0,0,1,100,12,0.29,47,1.12,41.5,0.99,4,0.1,5,0.12,50,1.2,94,2.2,99,2.4,54,1.3,46,1.1,8,0.2,38,0.9,13,0.3
202223,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Provisional,Alternative provision,2,31,137,4.4,11,35.5,0,0,1,3.2,0,0,0,0,0,0,6.67,0.22,27,-90.244,-3.34,-3.88,-2.81,-93.99,-3.48,-4.1,-2.86,-73.245,-2.71,-3.27,-2.15,-92.712,-3.43,-4.05,-2.82,-96.625,-3.58,-4.19,-2.97,12,38.7,12,38.7,4,12.9,12,38.7,0,0,0,0,0,0,1,3.2,1,3.2,0,z,0,z,0,z,2,6.5,1,3.2,0,z,0,z,0,z,14,0.45,26,0.84,0,0,0,0,0,0,39,1.3,52,1.7,16,0.5,30,1,30,1,0,0,6,0.2,13,0.4
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Provisional,Alternative provision,2,43,241,5.6,22,51.2,0,0,0,0,0,0,0,0,0,0,10.84,0.25,36,-102.663,-2.85,-3.31,-2.39,-111.605,-3.1,-3.63,-2.57,-73.315,-2.04,-2.52,-1.55,-99.334,-2.76,-3.29,-2.23,-119.6,-3.32,-3.85,-2.79,24,55.8,22,51.2,1,2.3,24,55.8,3,7,4,9.3,0,0,0,0,0,0,0,0,0,0,0,z,1,2.3,0,0,0,0,0,0,0,z,4,0.09,46,1.07,5.5,0.13,4,0.09,0,0,59,1.4,92,2.1,54,1.3,36,0.8,29,0.7,7,0.2,25,0.6,14,0.3
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Provisional,Alternative provision,6,48,411,8.6,34,70.8,0,0,1,2.1,0,0,0,0,0,0,25.67,0.53,41,-101.268,-2.47,-2.9,-2.04,-92.26,-2.25,-2.75,-1.75,-62.795,-1.53,-1.99,-1.08,-104.531,-2.55,-3.05,-2.05,-129.656,-3.16,-3.66,-2.67,35,72.9,33,68.8,28,58.3,35,72.9,1,2.1,0,0,0,0,1,2.1,2,4.2,1,100,0,z,0,z,5,10.4,4,8.3,1,100,0,z,0,z,65,1.35,71,1.48,9,0.19,0,0,0,0,134,2.8,142,3,79,1.6,56,1.2,56,1.2,0,0,32,0.7,28,0.6
202223,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Provisional,Alternative provision,1,18,47,2.6,4,22.2,0,0,0,0,0,0,0,0,0,0,3.33,0.19,15,-36.134,-2.41,-3.12,-1.69,-37.865,-2.52,-3.35,-1.7,-25.2,-1.68,-2.43,-0.93,-35.303,-2.35,-3.18,-1.53,-43.109,-2.87,-3.69,-2.05,4,22.2,4,22.2,1,5.6,4,22.2,1,5.6,0,0,0,0,0,0,0,0,0,0,0,z,0,z,0,0,0,0,0,0,0,z,0,z,3,0.17,11,0.61,3,0.17,0,0,0,0,17,0.9,22,1.2,6,0.3,2,0.1,2,0.1,0,0,2,0.1,1,0.1
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Provisional,Alternative provision,2,30,370,12.3,18,60,2,6.7,4,13.3,0,0,0,0,0,0,25.17,0.84,22,-53.035,-2.41,-3,-1.82,-55.055,-2.5,-3.19,-1.82,-41.49,-1.89,-2.51,-1.26,-47.096,-2.14,-2.82,-1.46,-65.32,-2.97,-3.65,-2.29,20,66.7,20,66.7,8,26.7,19,63.3,12,40,0,0,3,10,6,20,2,6.7,2,16.7,0,z,3,100,8,26.7,4,13.3,2,16.7,0,z,3,100,44,1.47,44,1.47,22,0.73,0,0,19,0.63,108,3.6,88,2.9,103,3.4,71,2.4,71,2.4,0,0,34,1.1,14,0.5
