time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,characteristics_group,characteristic,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,ASIAN - Bangladeshi,1456,10372,559229.13,53.9,10125,97.6,5939,57.3,8019,77.3,5479,52.8,2774,26.7,3967,38.2,49845.57,4.81,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,WHITE - White Irish,930,1648,91567.38,55.6,1615,98,992,60.2,1302,79,802,48.7,522,31.7,680,41.3,8172.81,4.96,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,WHITE - Any other white background,3242,30321,1537255.62,50.7,29480,97.2,14762,48.7,20986,69.2,15142,49.9,7839,25.9,10824,35.7,139364.47,4.6,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,MIXED - White and Black African,1806,3706,189239.88,51.1,3624,97.8,1863,50.3,2682,72.4,1777,47.9,906,24.4,1294,34.9,16817.59,4.54,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Unclassified - Unclassified,2053,9570,396455.64,41.4,8613,90,3659,38.2,5505,57.5,2950,30.8,1444,15.1,2088,21.8,34424.89,3.6,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,WHITE - Gypsy/Roma,594,1354,31596,23.3,1181,87.2,109,8.1,273,20.2,148,10.9,19,1.4,48,3.5,2481.47,1.83,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,BLACK - Any other black background,1431,4258,201725.51,47.4,4100,96.3,1775,41.7,2734,64.2,1991,46.8,814,19.1,1264,29.7,17792.47,4.18,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,MIXED - Any other mixed background,2782,11093,577811.91,52.1,10790,97.3,5878,53,8090,72.9,5412,48.8,2840,25.6,3998,36,51555.25,4.65,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,OTHER - Any other ethnic group,2168,10522,532519.71,50.6,10102,96,5312,50.5,7348,69.8,5373,51.1,2682,25.5,3809,36.2,48312.61,4.59,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,BLACK - Black African,2231,21299,1084173.16,50.9,20759,97.5,10799,50.7,15435,72.5,10842,50.9,4854,22.8,7350,34.5,96779.11,4.54,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,ASIAN - Pakistani,1804,24275,1197327.94,49.3,23636,97.4,11595,47.8,16774,69.1,10775,44.4,4844,20,7207,29.7,105210.18,4.33,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,ASIAN - Any other Asian background,2136,10247,587789.63,57.4,9980,97.4,6661,65,8298,81,5730,55.9,3594,35.1,4614,45,53647.83,5.24,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,WHITE - Traveller of Irish heritage,145,160,5093.75,31.8,141,88.1,32,20,60,37.5,33,20.6,10,6.3,20,12.5,428.31,2.68,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,First language,Unclassified EAL,521,3059,79128.02,25.9,2308,75.4,651,21.3,1089,35.6,459,15,198,6.5,285,9.3,6692.52,2.19,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,First language,Other than English,3466,94286,4798796.74,50.9,91449,97,47106,50,65941,69.9,47106,50,23433,24.9,33093,35.1,432002.38,4.58,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,First language,English,3974,464649,23317435.3,50.2,452426,97.4,232660,50.1,333315,71.7,175949,37.9,95835,20.6,134330,28.9,2025180.53,4.36,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,FSM,3930,88666,3420730.98,38.6,82774,93.4,24655,27.8,43634,49.2,22770,25.7,7918,8.9,13145,14.8,286882.3,3.24,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Free school meals,FSM all other,3971,473328,24774629.08,52.3,463409,97.9,255762,54,356711,75.4,200744,42.4,111548,23.6,154563,32.7,2176993.13,4.6,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged,3965,146214,5877032.17,40.2,137997,94.4,44441,30.4,76691,52.5,40584,27.8,14655,10,24120,16.5,495447.52,3.39,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Disadvantage,Disadvantaged all other,3955,415780,22318327.89,53.7,408186,98.2,235976,56.8,323654,77.8,182930,44,104811,25.2,143588,34.5,1968427.91,4.73,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,SEN State EHC,3515,21842,331742.64,15.2,11090,50.8,1418,6.5,3082,14.1,882,4,308,1.4,488,2.2,25810.97,1.18,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,SEN Supp,3237,60251,2191229.03,36.4,58831,97.6,12343,20.5,24050,39.9,10449,17.3,3256,5.4,5449,9,178923.49,2.97,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,SEN status,No SEN,3211,477952,25644501,53.7,475017,99.4,266475,55.8,372818,78,212174,44.4,115902,24.2,161770,33.8,2256958.64,4.72,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,SEN support but NSA,514,1500,53120.25,35.4,1470,98,258,17.2,548,36.5,274,18.3,71,4.7,135,9,4347.45,2.9,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Multi-Sensory Impairment,132,175,6290,35.9,147,84,46,26.3,73,41.7,35,20,17,9.7,22,12.6,526.88,3.01,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Visual Impairment,797,1035,44850.5,43.3,957,92.5,391,37.8,611,59,289,27.9,127,12.3,187,18.1,3813.35,3.68,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Specific Learning Difficulty,2890,16085,609495.63,37.9,15642,97.2,3444,21.4,6953,43.2,2531,15.7,783,4.9,1335,8.3,49504.82,3.08,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Profound & Multiple Learning Difficulty,293,597,1118.25,1.9,35,5.9,3,0.5,9,1.5,2,0.3,0,0,0,0,79.15,0.13,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Autistic Spectrum Disorder,2981,10751,330166.76,30.7,7966,74.1,2447,22.8,4146,38.6,1477,13.7,636,5.9,970,9,27490.75,2.56,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Physical Disability,1560,2635,94678,35.9,2225,84.4,726,27.6,1224,46.5,544,20.6,239,9.1,355,13.5,7924.29,3.01,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,"social, emotional and mental health (SEMH)",3219,17044,499431.27,29.3,14934,87.6,2825,16.6,5707,33.5,2239,13.1,682,4,1172,6.9,40373.69,2.37,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Hearing Impairment,1172,1787,77879.88,43.6,1663,93.1,627,35.1,1036,58,491,27.5,234,13.1,351,19.6,6564.34,3.67,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,"Speech, Language and Communications Needs",2621,8001,238567.88,29.8,7008,87.6,1014,12.7,2207,27.6,1187,14.8,275,3.4,512,6.4,19295.51,2.41,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Severe Learning Difficulty,673,2226,7586.5,3.4,271,12.2,21,0.9,46,2.1,14,0.6,5,0.2,6,0.3,549.52,0.25,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,No primary need,3225,479901,25672388.39,53.5,476262,99.2,266656,55.6,373213,77.8,212183,44.2,115902,24.2,161771,33.7,2259140.97,4.71,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Other Difficulty/Disability,1480,4160,152521.75,36.7,3893,93.6,958,23,1734,41.7,789,19,296,7.1,450,10.8,12629.3,3.04,:,:,:,:,:
201920,Academic year,National,E92000001,England,Revised,All state-funded,Primary Need,Moderate Learning Difficulty,2877,16097,407265,25.3,13710,85.2,1001,6.2,2838,17.6,1459,9.1,199,1.2,442,2.7,31635.41,1.97,:,:,:,:,:
201819,Academic year,National,E92000001,England,Final,All state-funded,Total,Total,3965,542621,25335160.83,46.7,526115,97,234611,43.2,350763,64.6,216986,40,92849,17.1,135342,24.9,2210757.15,4.07,512929,-13849.834,-0.03,-0.03,-0.02
201819,Academic year,National,E92000001,England,Final,All state-funded,Gender,Boys,3740,276670,12179297.18,44,265963,96.1,110605,40,168736,61,94882,34.3,36432,13.2,54447,19.7,1061690.84,3.84,261017,-70528.982,-0.27,-0.28,-0.27
201819,Academic year,National,E92000001,England,Final,All state-funded,Gender,Girls,3683,265951,13155863.65,49.5,260152,97.8,124006,46.6,182027,68.4,122104,45.9,56417,21.2,80895,30.4,1149066.31,4.32,251912,56679.148,0.22,0.22,0.23
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,WHITE - Any other white background,3145,28214,1320103.52,46.8,27357,97,11702,41.5,17451,61.9,13972,49.5,5765,20.4,8402,29.8,119875.97,4.25,20803,9378.681,0.45,0.43,0.47
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,BLACK - Total,2533,31175,1399805.44,44.9,30204,96.9,11781,37.8,18485,59.3,14506,46.5,4748,15.2,7502,24.1,122858.05,3.94,27191,3566.734,0.13,0.12,0.15
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,CHINESE - Total,1135,2006,129011.96,64.3,1972,98.3,1531,76.3,1791,89.3,1235,61.6,901,44.9,1058,52.7,12013.36,5.99,1697,1460.028,0.86,0.8,0.92
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,WHITE - Total,3924,406707,18766488.45,46.1,394354,97,172315,42.4,261513,64.3,152318,37.5,64803,15.9,95598,23.5,1627645.04,4,391727,-44459.974,-0.11,-0.12,-0.11
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Unclassified - Total,1943,7997,322682.76,40.4,7324,91.6,2806,35.1,4361,54.5,2642,33,1102,13.8,1592,19.9,28069.38,3.51,6931,-2604.912,-0.38,-0.41,-0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,MIXED - Total,3332,27018,1286459.64,47.6,26227,97.1,11844,43.8,17515,64.8,11959,44.3,5340,19.8,7541,27.9,113269.73,4.19,25175,-96.077,0,-0.02,0.01
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,ASIAN - Total,2910,58111,2976246.38,51.2,56828,97.8,30163,51.9,40982,70.5,29413,50.6,13906,23.9,19091,32.9,265598.81,4.57,52766,24538.771,0.47,0.45,0.48
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Unclassified - Unclassified,1943,7997,322682.76,40.4,7324,91.6,2806,35.1,4361,54.5,2642,33,1102,13.8,1592,19.9,28069.38,3.51,6931,-2604.912,-0.38,-0.41,-0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,OTHER - Total,2059,9607,454466.2,47.3,9206,95.8,4171,43.4,6116,63.7,4913,51.1,2049,21.3,2960,30.8,41302.78,4.3,7442,3745.596,0.5,0.47,0.53
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,ASIAN - Indian,1935,15429,884580.25,57.3,15206,98.6,9894,64.1,12347,80,9106,59,5281,34.2,6746,43.7,80780.69,5.24,13508,9559.201,0.71,0.69,0.73
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,MIXED - White and Asian,2259,6144,326733.28,53.2,6033,98.2,3409,55.5,4567,74.3,3109,50.6,1709,27.8,2245,36.5,29284.47,4.77,5734,1268.191,0.22,0.19,0.25
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,BLACK - Black African,2156,19807,937951.8,47.4,19240,97.1,8493,42.9,12759,64.4,9994,50.5,3505,17.7,5474,27.6,83320.36,4.21,16861,5509.325,0.33,0.31,0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,ASIAN - Pakistani,1729,23502,1084866.2,46.2,22916,97.5,9712,41.3,14610,62.2,10237,43.6,3734,15.9,5638,24,94623.47,4.03,22020,5318.015,0.24,0.22,0.26
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,MIXED - White and Black African,1685,3262,154626.28,47.4,3171,97.2,1353,41.5,2083,63.9,1485,45.5,606,18.6,911,27.9,13677.88,4.19,2968,121.968,0.04,-0.01,0.09
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,WHITE - Gypsy/Roma,531,1243,23708.25,19.1,1013,81.5,75,6,170,13.7,138,11.1,11,0.9,27,2.2,1831.14,1.47,896,-727.347,-0.81,-0.9,-0.73
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,BLACK - Any other black background,1344,3875,166456.89,43,3706,95.6,1304,33.7,2109,54.4,1710,44.1,548,14.1,841,21.7,14550.75,3.76,3184,240.082,0.08,0.03,0.12
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,WHITE - White Irish,922,1688,87940.25,52.1,1648,97.6,927,54.9,1254,74.3,791,46.9,430,25.5,572,33.9,7816.68,4.63,1561,209.319,0.13,0.07,0.2
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,BLACK - Caribbean,1438,7493,295396.75,39.4,7258,96.9,1984,26.5,3617,48.3,2802,37.4,695,9.3,1187,15.8,24986.94,3.33,7146,-2182.673,-0.31,-0.34,-0.28
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,WHITE - White British,3891,375411,17330714.68,46.2,364218,97,159590,42.5,242596,64.6,137394,36.6,58591,15.6,86589,23.1,1497798.77,3.99,368326,-53172.357,-0.14,-0.15,-0.14
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,ASIAN - Any other Asian background,2103,9303,506991.17,54.5,9048,97.3,5592,60.1,7080,76.1,5220,56.1,2841,30.5,3743,40.2,46195.27,4.97,7949,5254.945,0.66,0.63,0.69
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,WHITE - Traveller of Irish heritage,131,151,4021.75,26.6,118,78.1,21,13.9,42,27.8,23,15.2,6,4,8,5.3,322.48,2.14,141,-148.27,-1.05,-1.26,-0.84
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,OTHER - Any other ethnic group,2059,9607,454466.2,47.3,9206,95.8,4171,43.4,6116,63.7,4913,51.1,2049,21.3,2960,30.8,41302.78,4.3,7442,3745.596,0.5,0.47,0.53
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,ASIAN - Bangladeshi,1392,9877,499808.76,50.6,9658,97.8,4965,50.3,6945,70.3,4850,49.1,2050,20.8,2964,30,43999.38,4.45,9289,4406.61,0.47,0.45,0.5
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,CHINESE - Chinese,1135,2006,129011.96,64.3,1972,98.3,1531,76.3,1791,89.3,1235,61.6,901,44.9,1058,52.7,12013.36,5.99,1697,1460.028,0.86,0.8,0.92
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,MIXED - Any other mixed background,2693,10108,497581.32,49.2,9818,97.1,4754,47,6834,67.6,4923,48.7,2240,22.2,3124,30.9,44349.17,4.39,9151,1275.485,0.14,0.11,0.17
201819,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,MIXED - White and Black Caribbean,2325,7504,307518.76,41,7205,96,2328,31,4031,53.7,2442,32.5,785,10.5,1261,16.8,25958.21,3.46,7322,-2761.721,-0.38,-0.41,-0.35
201819,Academic year,National,E92000001,England,Final,All state-funded,First language,English,3945,450090,20973257.42,46.6,436849,97.1,194556,43.2,292453,65,171884,38.2,74434,16.5,108673,24.1,1819411.26,4.04,438261,-46755.097,-0.11,-0.11,-0.1
201819,Academic year,National,E92000001,England,Final,All state-funded,First language,Other than English,3411,90069,4284341.03,47.6,87215,96.8,39439,43.8,57260,63.6,44539,49.4,18194,20.2,26344,29.2,384720.4,4.27,72683,34719.481,0.48,0.47,0.49
201819,Academic year,National,E92000001,England,Final,All state-funded,First language,Unclassified EAL,466,2462,77562.38,31.5,2051,83.3,616,25,1050,42.6,563,22.9,221,9,325,13.2,6625.49,2.69,1985,-1814.218,-0.91,-0.97,-0.86
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,FSM all other,3955,466384,22674444.49,48.6,455952,97.8,217485,46.6,319226,68.4,197860,42.4,87969,18.9,126903,27.2,1988728.38,4.26,440171,24712.392,0.06,0.05,0.06
201819,Academic year,National,E92000001,England,Final,All state-funded,Free school meals,FSM,3903,76237,2660716.34,34.9,70163,92,17126,22.5,31537,41.4,19126,25.1,4880,6.4,8439,11.1,222028.77,2.91,72758,-38562.226,-0.53,-0.54,-0.52
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage,Disadvantaged,3938,143816,5275978.96,36.7,134678,93.6,35549,24.7,64337,44.7,39527,27.5,10601,7.4,18141,12.6,442988.81,3.08,138026,-61453.244,-0.45,-0.45,-0.44
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage,Disadvantaged all other,3929,398805,20059181.87,50.3,391437,98.2,199062,49.9,286426,71.8,177459,44.5,82248,20.6,117201,29.4,1767768.34,4.43,374903,47603.41,0.13,0.12,0.13
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,SEN State EHC,3413,20373,278220.38,13.7,10123,49.7,1127,5.5,2262,11.1,816,4,227,1.1,377,1.9,21865.96,1.07,19349,-22707.594,-1.17,-1.19,-1.16
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,No SEN,3199,464515,23195517.39,49.9,460562,99.1,223881,48.2,329966,71,206561,44.5,90274,19.4,131127,28.2,2037107.78,4.39,438095,34057.3,0.08,0.07,0.08
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN status,SEN Supp,3219,56588,1842438.31,32.6,54620,96.5,9507,16.8,18288,32.3,9588,16.9,2339,4.1,3827,6.8,150321.87,2.66,54594,-23377.816,-0.43,-0.44,-0.42
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Multi-Sensory Impairment,94,126,4660.75,37,107,84.9,39,31,56,44.4,31,24.6,14,11.1,19,15.1,399.51,3.17,121,-28.664,-0.24,-0.47,-0.01
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,"Speech, Language and Communications Needs",2481,7255,187076.5,25.8,6274,86.5,714,9.8,1502,20.7,938,12.9,148,2,291,4,15056.25,2.08,6962,-3043.709,-0.44,-0.47,-0.41
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,"social, emotional and mental health (SEMH)",3059,15092,395808.88,26.2,12845,85.1,1966,13,3993,26.5,1974,13.1,473,3.1,789,5.2,32085.93,2.13,14577,-17325.458,-1.19,-1.21,-1.17
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Other Difficulty/Disability,1478,4226,139702,33.1,3988,94.4,806,19.1,1474,34.9,810,19.2,211,5,341,8.1,11559.89,2.74,4023,-1629.255,-0.4,-0.44,-0.37
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Physical Disability,1433,2313,76776.88,33.2,1923,83.1,563,24.3,929,40.2,471,20.4,170,7.3,266,11.5,6460.9,2.79,2211,-1055.183,-0.48,-0.53,-0.42
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,SEN support but NSA,468,1496,48704,32.6,1467,98.1,215,14.4,468,31.3,268,17.9,34,2.3,87,5.8,3971.35,2.65,1421,-509.862,-0.36,-0.43,-0.29
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,No primary need,3210,465660,23214491.14,49.9,461372,99.1,223977,48.1,330213,70.9,206582,44.4,90283,19.4,131138,28.2,2038568.65,4.38,438984,32236.853,0.07,0.07,0.08
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Profound & Multiple Learning Difficulty,262,541,920.75,1.7,35,6.5,4,0.7,6,1.1,3,0.6,0,0,1,0.2,68.49,0.13,507,-729.396,-1.44,-1.55,-1.33
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Hearing Impairment,1126,1715,66145.5,38.6,1576,91.9,502,29.3,827,48.2,479,27.9,174,10.1,265,15.5,5597.04,3.26,1655,-259.518,-0.16,-0.22,-0.1
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Autistic Spectrum Disorder,2822,9533,270060.39,28.3,6890,72.3,1943,20.4,3190,33.5,1353,14.2,510,5.3,786,8.2,22711.33,2.38,9156,-6902.839,-0.75,-0.78,-0.73
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Severe Learning Difficulty,646,2095,5308.5,2.5,236,11.3,8,0.4,20,1,9,0.4,2,0.1,4,0.2,377.67,0.18,1954,-2750.126,-1.41,-1.46,-1.35
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Specific Learning Difficulty,2823,15435,530493.27,34.4,14917,96.6,2797,18.1,5496,35.6,2258,14.6,600,3.9,943,6.1,43050.05,2.79,14844,-2700.832,-0.18,-0.2,-0.16
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Moderate Learning Difficulty,2782,16124,356223.52,22.1,13549,84,768,4.8,2097,13,1531,9.5,128,0.8,257,1.6,27547.84,1.71,15536,-8887.31,-0.57,-0.59,-0.55
201819,Academic year,National,E92000001,England,Final,All state-funded,Primary Need,Visual Impairment,767,1010,38788.75,38.4,936,92.7,309,30.6,492,48.7,279,27.6,102,10.1,155,15.3,3302.25,3.27,978,-264.535,-0.27,-0.35,-0.19
